,species,country_of_origin,altitude_mean_meters,harvest_year,processing_method,aroma,flavor,aftertaste,acidity,body,balance,uniformity,sweetness,moisture,clean_cup,quakers,category_one_defects,category_two_defects,total_cup_points
932,Arabica,Colombia,1450.0,,Natural,7.42,7.42,7.17,7.42,7.42,7.33,10.0,10.0,0.06,10.0,0,1,0,81.5
933,Arabica,United States (Hawaii),,,Natural,7.33,7.33,7.33,7.5,7.5,7.83,9.33,10.0,0.0,10.0,0,0,17,81.5
934,Arabica,Mexico,1100.0,2017,Washed,7.58,7.33,7.08,7.33,7.5,7.33,10.0,10.0,0.12,10.0,5,1,17,81.42
935,Arabica,Guatemala,418.06368,2016,Washed,7.42,7.33,7.08,7.58,7.33,7.25,10.0,10.0,0.1,10.0,0,0,0,81.42
936,Arabica,Brazil,1100.0,2015,Natural,7.33,7.5,7.5,7.33,6.83,7.42,10.0,10.0,0.11,10.0,0,0,2,81.42
937,Arabica,Honduras,1400.0,2015,Washed,7.5,7.33,7.17,7.25,7.5,7.42,10.0,10.0,0.12,10.0,0,0,1,81.42
938,Arabica,Taiwan,110.0,2014,Washed,7.83,7.75,7.42,7.17,7.08,7.08,10.0,10.0,0.12,10.0,0,0,0,81.42
939,Arabica,Malawi,1422.0,2014,Washed,7.58,7.17,7.33,7.42,7.08,7.42,10.0,10.0,0.12,10.0,0,0,0,81.42
940,Arabica,Brazil,1100.0,2014,Natural,7.25,7.5,7.42,7.17,7.33,7.33,10.0,10.0,0.0,10.0,0,0,0,81.42
941,Arabica,Guatemala,1550.0,2014,Washed,7.42,7.5,7.17,7.42,7.42,7.42,10.0,10.0,0.1,10.0,0,0,6,81.42
942,Arabica,Mexico,1550.0,2014,Washed,7.67,7.33,7.25,7.17,7.25,7.42,10.0,10.0,0.0,10.0,0,1,1,81.42
943,Arabica,Peru,,2013,Washed,7.42,7.42,7.17,7.33,7.42,7.42,10.0,10.0,0.1,10.0,0,1,5,81.42
944,Arabica,Guatemala,399.48307200000005,2013,Washed,7.42,7.33,7.25,7.42,7.42,7.5,10.0,10.0,0.12,10.0,0,0,4,81.42
945,Arabica,Mexico,763.0,2012,Washed,7.42,7.33,7.25,7.17,7.25,7.42,10.0,10.0,0.13,10.0,0,1,8,81.42
946,Arabica,Mexico,1100.0,2012,Washed,7.42,7.42,7.25,7.25,7.5,7.33,10.0,10.0,0.13,10.0,0,0,1,81.42
947,Arabica,Colombia,1750.0,2011,Natural,7.5,7.42,7.25,7.17,7.17,7.75,10.0,10.0,0.11,10.0,0,0,0,81.42
948,Arabica,Colombia,1880.0,,Washed,7.75,7.33,7.42,7.0,7.33,7.25,10.0,10.0,0.16,10.0,0,0,2,81.42
949,Arabica,United States (Hawaii),,,Natural,7.83,7.0,7.0,7.58,7.58,7.5,10.0,10.0,0.01,10.0,0,0,10,81.42
950,Arabica,Colombia,,2016,Washed,7.5,7.33,7.33,7.17,7.33,7.42,10.0,10.0,0.0,10.0,0,0,0,81.33
951,Arabica,Honduras,1500.0,2016,Washed,7.5,7.5,7.0,7.17,7.5,7.33,10.0,10.0,0.11,10.0,2,0,3,81.33
952,Arabica,Mexico,1130.0,2016,Natural,7.67,7.42,7.0,7.42,7.58,7.08,10.0,10.0,0.12,10.0,2,0,0,81.33
953,Arabica,Brazil,1100.0,2015,Natural,7.25,7.33,7.33,7.33,7.33,7.42,10.0,10.0,0.11,10.0,0,0,14,81.33
954,Arabica,Honduras,1350.0,2015,Washed,7.58,7.42,7.17,7.42,7.17,7.17,10.0,10.0,0.09,10.0,0,0,4,81.33
955,Arabica,Brazil,1200.0,2014,Other,7.17,7.33,7.42,7.25,7.42,7.33,10.0,10.0,0.12,10.0,0,0,6,81.33
956,Arabica,Philippines,1400.0,2014,Washed,7.08,7.33,7.42,7.33,7.33,7.5,10.0,10.0,0.14,10.0,0,0,3,81.33
957,Arabica,Malawi,1200.0,2014,Washed,7.75,7.33,7.08,7.33,7.33,7.25,10.0,10.0,0.13,10.0,0,0,1,81.33
958,Arabica,Honduras,1450.0,2014,Washed,7.33,7.33,7.17,7.33,7.5,7.33,10.0,10.0,0.12,10.0,0,0,3,81.33
959,Arabica,Mexico,1800.0,2012,Washed,7.58,7.42,7.25,7.33,7.25,7.25,10.0,10.0,0.13,10.0,0,4,13,81.33
960,Arabica,Mexico,1000.0,2012,Washed,7.33,7.25,7.17,7.42,7.58,7.33,10.0,10.0,0.12,10.0,0,0,4,81.33
961,Arabica,Brazil,1100.0,,Natural,7.5,7.58,7.5,7.5,7.75,7.83,9.33,9.33,0.11,9.33,0,0,0,81.33
962,Arabica,Taiwan,680.0,2015,Natural,7.83,7.75,7.67,7.83,7.83,7.75,9.33,10.0,0.12,10.0,0,0,0,81.25
963,Arabica,Brazil,1.0,2015,Natural,7.17,7.42,7.17,7.08,6.92,8.17,10.0,10.0,0.0,10.0,0,0,1,81.25
964,Arabica,Nicaragua,1100.0,2015,Washed,7.08,7.5,7.33,7.17,7.42,7.25,10.0,10.0,0.1,10.0,0,0,4,81.25
965,Arabica,Honduras,1400.0,2015,Washed,7.42,7.17,7.17,7.5,7.33,7.25,10.0,10.0,0.12,10.0,0,0,1,81.25
966,Arabica,Guatemala,1700.0,2014,Washed,7.33,7.42,7.17,7.25,7.42,7.33,10.0,10.0,0.09,10.0,0,0,2,81.25
967,Arabica,"Tanzania, United Republic Of",1700.0,2014,Washed,7.33,7.17,7.17,7.5,7.25,7.42,10.0,10.0,0.13,10.0,0,0,5,81.25
968,Arabica,Taiwan,650.0,2013,Semi-washed,7.5,7.5,7.25,7.25,7.25,7.25,10.0,10.0,0.11,10.0,0,0,0,81.25
969,Arabica,Guatemala,464.51520000000005,2013,Washed,7.5,7.33,7.5,7.58,7.0,7.25,10.0,10.0,0.11,10.0,0,0,4,81.25
970,Arabica,Mexico,1500.0,2012,Washed,7.42,7.42,7.33,7.33,7.5,7.42,9.33,10.0,0.12,10.0,0,0,1,81.25
971,Arabica,Nicaragua,1200.0,2016,Washed,7.33,7.5,7.17,7.17,7.58,7.17,10.0,10.0,0.09,10.0,0,0,7,81.17
972,Arabica,"Tanzania, United Republic Of",1050.0,2015,Washed,7.67,7.17,7.17,7.33,7.5,7.17,10.0,10.0,0.12,10.0,0,0,2,81.17
973,Arabica,Mexico,1200.0,2015,Washed,7.75,7.58,7.08,7.25,7.08,7.25,10.0,10.0,0.12,10.0,0,0,10,81.17
974,Arabica,Costa Rica,1300.0,2015,Washed,7.5,7.5,7.33,7.17,7.08,7.17,10.0,10.0,0.11,10.0,0,0,0,81.17
975,Arabica,Honduras,1450.0,2015,Natural,7.42,7.33,7.0,7.42,7.33,7.33,10.0,10.0,0.13,10.0,0,0,1,81.17
976,Arabica,Thailand,1450.0,2014,Washed,6.83,7.42,7.42,7.17,7.5,7.42,10.0,10.0,0.12,10.0,0,0,0,81.17
977,Arabica,Philippines,1200.0,2014,Natural,7.25,7.25,7.25,7.08,7.58,7.5,10.0,10.0,0.0,10.0,0,0,4,81.17
978,Arabica,"Tanzania, United Republic Of",1550.0,2014,Washed,7.58,7.17,7.17,7.33,7.33,7.25,10.0,10.0,0.12,10.0,0,0,2,81.17
979,Arabica,Malawi,995.0,2014,Washed,7.58,7.25,7.33,7.08,7.33,7.33,10.0,10.0,0.12,10.0,0,0,12,81.17
980,Arabica,Costa Rica,1300.0,2014,Washed,7.33,7.08,7.33,7.25,7.33,7.58,10.0,10.0,0.11,10.0,0,0,3,81.17
981,Arabica,Brazil,,2013,Natural,7.42,7.42,7.17,7.42,7.33,7.25,10.0,10.0,0.11,10.0,0,0,3,81.17
982,Arabica,Mexico,1800.0,2012,Natural,7.42,7.25,7.08,7.75,7.42,7.17,10.0,10.0,0.13,10.0,0,3,7,81.17
983,Arabica,Guatemala,1450.0,2012,Washed,7.42,7.25,7.33,7.25,7.25,7.42,10.0,10.0,0.12,10.0,0,0,4,81.17
984,Arabica,Brazil,1000.0,2012,Natural,7.42,7.33,7.25,7.42,7.5,7.17,10.0,10.0,0.12,10.0,0,0,1,81.17
985,Arabica,United States (Hawaii),,,Natural,7.25,7.75,7.67,7.67,7.42,7.67,8.67,10.0,0.04,9.33,0,3,0,81.17
986,Arabica,Ethiopia,,2016,Natural,7.42,7.33,7.17,7.33,7.42,7.17,10.0,10.0,0.11,10.0,0,0,1,81.08
987,Arabica,Brazil,695.0,2016,Natural,7.58,7.42,7.5,7.25,7.75,7.58,9.33,9.33,0.11,10.0,0,5,8,81.08
988,Arabica,Nicaragua,1100.0,2015,Washed,7.33,7.33,7.33,7.42,7.33,7.33,10.0,10.0,0.11,10.0,0,0,1,81.08
989,Arabica,United States,520.2570240000001,2014,Natural,7.42,7.17,7.33,7.42,7.25,7.33,10.0,10.0,0.0,10.0,0,0,0,81.08
990,Arabica,"Tanzania, United Republic Of",1456.0,2014,Washed,7.42,7.33,7.33,7.25,7.25,7.33,10.0,10.0,0.13,10.0,0,0,2,81.08
991,Arabica,Costa Rica,1500.0,2014,Washed,7.42,7.25,7.17,7.25,7.25,7.58,10.0,10.0,0.13,10.0,0,0,0,81.08
992,Arabica,United States (Puerto Rico),260.12851200000006,2013,Washed,7.67,7.75,7.67,7.58,7.58,7.67,6.67,10.0,0.0,10.0,0,0,0,81.08
993,Arabica,Mexico,1650.0,2012,Washed,7.25,7.42,7.33,7.33,7.17,7.33,10.0,10.0,0.13,10.0,0,5,16,81.08
994,Arabica,Mexico,1300.0,2012,Washed,7.33,7.25,7.33,7.42,7.25,7.42,10.0,10.0,0.12,10.0,0,0,2,81.08
995,Arabica,Mexico,1642.0,2012,Washed,7.33,7.33,7.25,7.42,7.25,7.25,10.0,10.0,0.11,10.0,0,0,5,81.08
996,Arabica,Mexico,1200.0,2012,Washed,7.42,7.33,7.25,7.42,7.17,7.25,10.0,10.0,0.1,10.0,0,0,1,81.08
997,Arabica,United States (Hawaii),,2012,Washed,7.42,7.42,7.25,7.58,6.92,7.17,10.0,10.0,0.06,10.0,0,0,0,81.08
998,Arabica,Brazil,,,Honey,7.25,7.25,7.17,7.5,7.33,7.17,10.0,10.0,0.11,10.0,6,0,9,81.0
999,Arabica,El Salvador,1450.0,2017,Washed,7.42,7.08,7.08,7.33,7.25,7.58,10.0,10.0,0.0,10.0,2,0,6,81.0
1000,Arabica,Brazil,,2016,Honey,7.33,7.17,7.17,7.67,7.33,7.17,10.0,10.0,0.11,10.0,2,0,3,81.0
1001,Arabica,Guatemala,448.25716800000004,2016,Washed,7.42,7.25,7.17,7.5,7.25,7.17,10.0,10.0,0.09,10.0,0,0,8,81.0
1002,Arabica,Colombia,1600.0,2016,Washed,7.67,7.5,7.42,5.25,7.67,7.75,10.0,10.0,0.0,10.0,4,0,4,81.0
1003,Arabica,Guatemala,371.61216,2015,Washed,7.5,7.25,7.0,7.25,7.5,7.25,10.0,10.0,0.11,10.0,0,0,1,81.0
1004,Arabica,Taiwan,758.0,2015,Washed,7.25,7.17,7.17,7.25,7.5,7.33,10.0,10.0,0.12,10.0,0,0,0,81.0
1005,Arabica,Honduras,1350.0,2014,Natural,7.42,7.25,7.25,7.33,7.25,7.17,10.0,10.0,0.12,10.0,0,0,1,81.0
1006,Arabica,Brazil,,2014,Natural,7.67,7.75,7.83,7.75,7.83,7.75,10.0,10.0,0.12,6.67,0,0,0,81.0
1007,Arabica,"Tanzania, United Republic Of",1525.0,2014,Washed,7.33,7.33,7.08,7.42,7.17,7.33,10.0,10.0,0.12,10.0,0,0,5,81.0
1008,Arabica,Uganda,1700.0,2013,Natural,7.33,6.92,7.17,7.33,7.42,7.42,10.0,10.0,0.12,10.0,0,0,3,81.0
1009,Arabica,Taiwan,1100.0,2013,Semi-washed,7.5,6.92,7.33,7.33,7.33,7.33,10.0,10.0,0.11,10.0,0,0,0,81.0
1010,Arabica,Thailand,800.0,2012,Washed,7.33,7.42,7.25,7.42,7.25,7.17,10.0,10.0,0.0,10.0,0,0,3,81.0
1011,Arabica,Mexico,950.0,2012,Washed,7.08,7.33,7.33,7.33,7.42,7.25,10.0,10.0,0.12,10.0,0,0,12,81.0
1012,Arabica,Mexico,1100.0,2012,Washed,7.58,7.67,7.5,7.67,7.58,7.5,8.0,10.0,0.0,10.0,0,0,8,81.0
1013,Arabica,Taiwan,200.0,2017,Washed,7.33,7.17,7.25,7.33,7.33,7.25,10.0,10.0,0.0,10.0,0,0,0,80.92
1014,Arabica,Guatemala,1901.0,2017,Washed,7.67,7.67,7.33,7.58,7.67,7.5,9.33,9.33,0.1,9.33,0,0,2,80.92
1015,Arabica,Kenya,1600.0,2017,Washed,7.17,7.58,7.5,7.5,8.0,7.75,10.0,10.0,0.11,10.0,0,0,3,80.92
1016,Arabica,Mexico,1100.0,2017,Washed,7.5,7.33,7.17,7.42,7.5,7.33,9.33,10.0,0.11,10.0,0,0,11,80.92
1017,Arabica,Myanmar,325.16064,2015,Other,7.17,7.42,7.0,7.58,7.33,7.0,10.0,10.0,0.0,10.0,0,0,5,80.92
1018,Arabica,United States (Hawaii),,2014,Natural,7.42,7.08,7.17,7.17,7.58,7.25,10.0,10.0,0.1,10.0,0,2,5,80.92
1019,Arabica,"Tanzania, United Republic Of",1700.0,2014,Washed,7.33,7.17,7.17,7.25,7.42,7.33,10.0,10.0,0.12,10.0,0,0,0,80.92
1020,Arabica,Brazil,1200.0,2014,Natural,7.25,7.33,7.25,7.25,7.25,7.33,10.0,10.0,0.12,10.0,0,0,8,80.92
1021,Arabica,Taiwan,550.0,2014,Washed,7.92,7.67,7.33,7.08,7.08,7.08,10.0,10.0,0.09,10.0,0,0,0,80.92
1022,Arabica,Brazil,1100.0,2014,Natural,7.17,7.42,7.17,7.25,7.25,7.33,10.0,10.0,0.1,10.0,0,0,0,80.92
1023,Arabica,Nicaragua,1050.0,2013,Washed,7.33,7.08,7.25,7.0,7.5,7.42,10.0,10.0,0.1,10.0,0,1,3,80.92
1024,Arabica,Guatemala,464.51520000000005,2014,Washed,7.58,7.42,6.92,7.5,7.25,7.17,10.0,10.0,0.12,10.0,0,2,5,80.92
1025,Arabica,Taiwan,900.0,2013,Washed,7.42,7.25,7.25,7.25,7.25,7.25,10.0,10.0,0.11,10.0,0,0,0,80.92
1026,Arabica,Taiwan,688.0,2013,Other,7.25,7.17,7.08,7.08,7.08,8.08,10.0,10.0,0.11,10.0,0,0,0,80.92
1027,Arabica,Taiwan,300.0,2013,Washed,7.42,7.25,7.25,7.25,7.25,7.25,10.0,10.0,0.11,10.0,0,0,0,80.92
1028,Arabica,Mexico,1186.0,2012,Washed,7.58,7.33,7.08,7.5,7.17,7.25,10.0,10.0,0.13,10.0,0,0,12,80.92
1029,Arabica,Thailand,,,Washed,7.67,7.58,7.33,7.33,7.17,7.0,10.0,10.0,0.0,10.0,0,0,0,80.92
1030,Arabica,Laos,1300.0,2016,Washed,7.42,7.33,7.17,7.17,7.17,7.25,10.0,10.0,0.0,10.0,0,0,0,80.83
1031,Arabica,Guatemala,1200.0,2013,Washed,7.67,7.25,7.08,7.33,7.17,7.25,10.0,10.0,0.11,10.0,0,0,1,80.83
1032,Arabica,Mexico,1210.0,2012,Semi-washed,7.17,7.08,7.25,7.42,7.25,7.33,10.0,10.0,0.13,10.0,0,0,7,80.83
1033,Arabica,Mexico,1100.0,2012,Washed,7.33,7.25,7.33,7.33,7.25,7.17,10.0,10.0,0.11,10.0,0,0,3,80.83
1034,Arabica,Mexico,100.0,2012,Washed,7.5,7.17,7.33,7.25,7.17,7.17,10.0,10.0,0.13,10.0,0,0,1,80.83
1035,Arabica,United States (Hawaii),,2012,Washed,7.42,7.33,7.0,7.25,7.33,7.5,10.0,10.0,0.1,10.0,0,2,0,80.83
1036,Arabica,Colombia,1800.0,2010,Washed,7.33,7.33,7.0,6.83,7.33,7.67,10.0,10.0,0.01,10.0,0,0,1,80.83
1037,Arabica,Brazil,,2015,Natural,7.17,7.25,7.08,7.17,7.25,7.58,10.0,10.0,0.0,10.0,0,0,1,80.75
1038,Arabica,Myanmar,3812.5,2015,Washed,6.92,7.5,7.0,7.58,7.5,7.08,10.0,10.0,0.0,10.0,0,0,2,80.75
1039,Arabica,Guatemala,520.2570240000001,2015,Washed,7.5,7.33,7.0,7.42,7.17,7.17,10.0,10.0,0.12,10.0,0,0,1,80.75
1040,Arabica,Nicaragua,1100.0,2015,Washed,7.25,7.25,7.17,7.25,7.33,7.25,10.0,10.0,0.12,10.0,0,0,5,80.75
1041,Arabica,Honduras,1450.0,2015,Natural,7.5,7.33,7.0,7.42,7.25,7.17,10.0,10.0,0.11,10.0,0,0,2,80.75
1042,Arabica,Panama,1680.0,2014,Other,7.25,7.33,7.17,7.33,7.33,7.17,10.0,10.0,0.11,10.0,0,1,4,80.75
1043,Arabica,Honduras,1350.0,2015,Washed,7.42,7.17,7.08,7.42,7.25,7.25,10.0,10.0,0.09,10.0,0,0,2,80.75
1044,Arabica,Honduras,1450.0,2015,Natural,7.25,7.33,7.08,7.5,7.25,7.33,10.0,10.0,0.13,10.0,0,0,1,80.75
1045,Arabica,Costa Rica,1300.0,2014,Washed,7.33,7.33,7.25,7.25,7.17,7.17,10.0,10.0,0.11,10.0,0,0,0,80.75
1046,Arabica,Mexico,1200.0,2012,Washed,7.58,7.33,7.42,7.25,7.5,7.5,9.33,10.0,0.11,9.33,0,0,2,80.75
1047,Arabica,Haiti,1000.0,2012,Washed,7.42,7.0,7.42,7.25,7.08,7.33,10.0,10.0,0.12,10.0,0,0,0,80.75
1048,Arabica,United States (Hawaii),,2011,Natural,7.08,7.33,7.17,7.25,7.33,7.67,10.0,10.0,0.13,10.0,0,0,6,80.75
1049,Arabica,Taiwan,,2016,Other,7.33,7.08,7.08,7.08,7.42,7.33,10.0,10.0,0.0,10.0,0,0,1,80.67
1050,Arabica,Indonesia,1350.0,2015,Semi-washed,7.58,7.42,7.0,7.67,7.5,7.5,9.33,10.0,0.13,9.33,0,0,1,80.67
1051,Arabica,Guatemala,1500.0,2015,Washed,7.67,7.42,6.83,7.17,7.42,7.17,10.0,10.0,0.11,10.0,0,0,0,80.67
1052,Arabica,Costa Rica,185.0,2015,Washed,7.83,7.5,7.67,7.67,7.83,7.5,6.67,10.0,0.11,10.0,0,0,4,80.67
1053,Arabica,Malawi,995.0,2014,Washed,7.5,7.25,7.17,7.17,7.25,7.17,10.0,10.0,0.12,10.0,0,0,1,80.67
1054,Arabica,Mexico,1200.0,2014,Washed,7.25,7.17,7.17,7.25,7.17,7.42,10.0,10.0,0.12,10.0,0,0,4,80.67
1055,Arabica,Colombia,1550.0,2014,Natural,7.67,7.5,7.42,7.67,7.5,7.75,10.0,6.67,0.0,10.0,0,0,1,80.67
1056,Arabica,Guatemala,1550.0,2013,Washed,7.67,7.17,7.0,7.5,7.0,7.0,10.0,10.0,0.12,10.0,0,0,5,80.67
1057,Arabica,Guatemala,,2012,Washed,7.0,7.33,7.5,7.33,7.0,7.33,10.0,10.0,0.11,10.0,0,0,2,80.67
1058,Arabica,Guatemala,,2012,Washed,7.0,7.5,7.33,7.17,7.17,7.17,10.0,10.0,0.11,10.0,0,0,3,80.67
1059,Arabica,Colombia,,,Washed,7.17,7.25,7.08,7.42,7.08,7.42,10.0,10.0,0.18,10.0,0,0,2,80.67
1060,Arabica,Brazil,,2016,Semi-washed,7.33,7.25,7.33,7.08,7.58,7.25,9.33,10.0,0.11,10.0,0,0,7,80.58
1061,Arabica,Nicaragua,,2016,Other,7.08,7.5,7.0,7.25,7.42,7.0,10.0,10.0,0.11,10.0,1,0,0,80.58
1062,Arabica,"Tanzania, United Republic Of",1400.0,2014,Washed,7.25,7.08,7.08,7.33,7.33,7.25,10.0,10.0,0.12,10.0,0,0,1,80.58
1063,Arabica,Brazil,1200.0,2014,Semi-washed,7.42,7.25,7.33,7.0,7.08,7.25,10.0,10.0,0.0,10.0,0,0,3,80.58
1064,Arabica,Honduras,1400.0,2014,Washed,7.5,7.17,7.0,7.42,7.33,7.0,10.0,10.0,0.11,10.0,0,0,5,80.58
1065,Arabica,Guatemala,421.7798016,2014,Natural,7.17,7.42,6.83,7.5,7.17,7.25,10.0,10.0,0.11,10.0,0,0,5,80.58
1066,Arabica,United States (Hawaii),,,Natural,7.42,7.58,7.5,7.92,7.83,7.83,8.67,9.33,0.0,8.67,0,0,0,80.58
1067,Arabica,Colombia,,,Washed,7.08,7.25,7.0,7.5,7.08,7.33,10.0,10.0,0.0,10.0,0,0,2,80.58
1068,Arabica,Taiwan,50.0,2017,Natural,7.17,7.17,7.17,7.42,7.17,7.25,10.0,10.0,0.0,10.0,0,0,0,80.5
1069,Arabica,Guatemala,1500.0,2017,Washed,7.33,7.25,7.08,7.17,7.25,7.17,10.0,10.0,0.1,10.0,0,0,4,80.5
1070,Arabica,Honduras,1650.0,2017,Washed,7.58,7.33,7.0,7.17,7.33,7.08,10.0,10.0,0.11,10.0,0,0,5,80.5
1071,Arabica,Mauritius,280.0,2016,Other,7.25,7.25,7.17,7.17,7.25,7.17,10.0,10.0,0.12,10.0,0,0,0,80.5
1072,Arabica,Brazil,1250.0,2015,Semi-washed,7.25,7.33,7.17,7.5,7.33,7.25,9.33,10.0,0.11,10.0,0,0,3,80.5
1073,Arabica,Myanmar,3812.5,2015,Washed,7.17,7.33,7.17,7.42,7.25,7.08,10.0,10.0,0.0,10.0,0,0,2,80.5
1074,Arabica,Guatemala,371.61216,2014,Washed,7.5,7.17,6.83,7.5,7.17,7.17,10.0,10.0,0.11,10.0,0,0,3,80.5
1075,Arabica,Brazil,1250.0,2013,Semi-washed,7.42,7.42,7.08,7.33,7.67,7.5,9.33,10.0,0.1,9.33,0,0,10,80.5
1076,Arabica,United States (Hawaii),,2013,Natural,7.42,7.33,7.33,7.58,7.58,7.42,8.67,10.0,0.11,10.0,0,1,0,80.5
1077,Arabica,Guatemala,566.7085440000001,2013,Washed,7.5,7.5,7.0,7.67,7.17,7.0,10.0,10.0,0.12,10.0,0,1,1,80.5
1078,Arabica,Mexico,1450.0,2012,Washed,7.25,7.25,7.08,7.33,7.25,7.17,10.0,10.0,0.15,10.0,0,0,1,80.5
1079,Arabica,Honduras,1450.0,2016,Natural,7.25,7.42,7.0,7.42,7.33,7.0,10.0,10.0,0.1,10.0,0,0,0,80.42
1080,Arabica,Taiwan,600.0,2014,Washed,7.58,7.17,7.17,7.17,7.17,7.17,10.0,10.0,0.14,10.0,0,0,0,80.42
1081,Arabica,El Salvador,1450.0,2013,Washed,7.33,7.17,7.08,7.08,7.33,7.17,10.0,10.0,0.0,10.0,0,0,1,80.42
1082,Arabica,China,1700.0,2013,Washed,7.25,7.08,7.25,7.17,7.33,7.17,10.0,10.0,0.17,10.0,0,0,14,80.42
1083,Arabica,Taiwan,600.0,2013,Washed,7.25,7.25,7.17,7.25,7.25,7.25,10.0,10.0,0.11,10.0,0,0,0,80.42
1084,Arabica,Mexico,1050.0,2012,Washed,6.92,7.17,7.08,7.5,7.33,7.17,10.0,10.0,0.1,10.0,0,2,4,80.42
1085,Arabica,Mexico,1550.0,2012,Washed,7.42,7.08,7.08,7.33,7.25,7.17,10.0,10.0,0.12,10.0,0,4,16,80.42
1086,Arabica,Burundi,1700.0,2016,Washed,7.08,7.25,7.17,7.33,7.08,7.08,10.0,10.0,0.12,10.0,0,0,0,80.33
1087,Arabica,"Tanzania, United Republic Of",1700.0,2015,Washed,7.25,7.17,7.0,7.25,7.42,7.08,10.0,10.0,0.13,10.0,0,0,5,80.33
1088,Arabica,"Tanzania, United Republic Of",,2014,Washed,7.25,7.17,7.25,7.25,7.25,7.08,10.0,10.0,0.12,10.0,0,0,5,80.33
1089,Arabica,Taiwan,600.0,2013,Other,7.25,7.25,7.08,7.25,7.25,7.25,10.0,10.0,0.11,10.0,0,0,0,80.33
1090,Arabica,Guatemala,399.48307200000005,2013,Washed,7.33,7.33,6.83,7.5,7.0,7.17,10.0,10.0,0.11,10.0,0,1,4,80.33
1091,Arabica,Mexico,940.0,2012,Semi-washed,7.25,7.08,7.08,7.33,7.33,7.17,10.0,10.0,0.11,10.0,0,0,21,80.33
1092,Arabica,United States (Hawaii),,2012,Washed,7.17,7.5,6.92,7.33,7.67,7.33,9.33,10.0,0.12,10.0,0,5,7,80.33
1093,Arabica,Ethiopia,,2010,Washed,7.25,7.25,7.25,7.33,7.5,8.0,9.33,10.0,0.1,9.33,0,0,1,80.33
1094,Arabica,Brazil,995.0,2017,Natural,7.17,7.33,7.42,7.08,7.0,7.0,10.0,10.0,0.11,10.0,1,0,1,80.25
1095,Arabica,Honduras,1400.0,2016,Natural,7.25,7.25,7.0,7.0,7.42,7.0,10.0,10.0,0.1,10.0,0,0,4,80.25
1096,Arabica,Mexico,1600.0,2016,Washed,7.25,7.17,7.0,7.33,7.33,7.0,10.0,10.0,0.1,10.0,0,0,2,80.25
1097,Arabica,Myanmar,278.70912,2015,Natural,8.0,7.08,7.0,7.33,7.08,6.92,10.0,10.0,0.11,10.0,0,1,26,80.25
1098,Arabica,Myanmar,3812.5,2014,Natural,7.42,7.0,7.08,7.0,7.17,7.33,10.0,10.0,0.0,10.0,0,0,1,80.25
1099,Arabica,Nicaragua,900.0,2015,Washed,7.08,6.92,7.0,7.25,7.5,7.25,10.0,10.0,0.11,10.0,0,0,2,80.25
1100,Arabica,United States (Hawaii),,2014,Natural,7.5,7.08,7.67,7.67,7.42,7.58,9.33,9.33,0.12,9.33,0,4,13,80.25
1101,Arabica,Colombia,,2012,Washed,7.42,8.0,7.83,7.75,8.08,7.58,8.67,8.67,0.1,8.67,0,0,0,80.25
1102,Arabica,Taiwan,700.0,2013,Semi-washed,7.25,7.08,7.25,7.25,7.17,7.25,10.0,10.0,0.11,10.0,0,0,0,80.25
1103,Arabica,Guatemala,1400.0,2012,Washed,7.0,7.17,7.33,7.33,7.0,7.17,10.0,10.0,0.11,10.0,0,1,12,80.25
1104,Arabica,Mexico,808.0,2012,Washed,7.58,7.33,7.17,7.25,6.75,7.0,10.0,10.0,0.11,10.0,0,2,8,80.25
1105,Arabica,Vietnam,1550.0,2017,Other,7.42,7.25,7.25,7.58,7.42,7.33,8.67,10.0,0.0,10.0,0,0,2,80.17
1106,Arabica,Nicaragua,1187.5,2015,Washed,7.17,7.08,7.08,7.33,7.25,7.08,10.0,10.0,0.11,10.0,0,0,2,80.17
1107,Arabica,Honduras,1400.0,2015,Washed,7.25,7.25,7.0,7.17,7.08,7.08,10.0,10.0,0.11,10.0,0,0,0,80.17
1108,Arabica,Guatemala,399.48307200000005,2013,Washed,7.33,7.33,7.0,7.17,7.17,7.17,10.0,10.0,0.11,10.0,0,0,2,80.17
1109,Arabica,Mexico,1250.0,2012,Washed,7.33,7.08,6.92,7.42,7.25,7.08,10.0,10.0,0.11,10.0,0,0,2,80.17
1110,Arabica,Mexico,1550.0,2012,Washed,7.58,7.42,7.33,7.5,7.08,7.17,8.67,10.0,0.14,10.0,0,1,2,80.17
1111,Arabica,Mexico,1000.0,2012,Washed,7.33,7.33,7.17,7.08,7.25,7.0,10.0,10.0,0.12,10.0,0,0,12,80.17
1112,Arabica,Guatemala,399.48307200000005,2012,Washed,7.33,7.33,7.0,7.33,7.0,7.0,10.0,10.0,0.11,10.0,0,0,5,80.17
1113,Arabica,United States (Hawaii),,,Washed,7.58,7.5,7.33,7.33,7.67,7.33,9.33,9.33,0.05,9.33,0,12,1,80.17
1114,Arabica,Brazil,1100.0,2017,Honey,7.17,7.17,7.0,7.17,7.25,7.25,10.0,10.0,0.11,10.0,0,0,5,80.08
1115,Arabica,Taiwan,850.0,2014,Washed,7.42,7.25,7.25,7.17,7.0,7.0,10.0,10.0,0.07,10.0,0,0,0,80.08
1116,Arabica,Nicaragua,,2013,Natural,7.25,7.17,6.92,7.25,7.17,7.25,10.0,10.0,0.1,10.0,0,0,4,80.08
